timestamp,stationCode,stationName,latitude,longitude,radiacao,vento_rajada,vento_direcao,umid_max,umid_min,temp_max,pressao,pressao_min,pto_orvalho_inst,pto_orvalho_max,vento_vel,temp_min,pressao_max,pto_orvalho_min,temp_inst,umid_inst,precipitacao
1567306800000,A366,Ouricuri ,-7.885833,-40.102683,-3.54,6.4,129,55,50,24.5,963.1,963.1,14.4,14.4,3.0,23.9,963.4,13.4,24.0,55,0.0
1567310400000,A366,Ouricuri ,-7.885833,-40.102683,-3.54,7.3,120,58,55,24.0,962.7,962.7,14.5,14.6,2.0,23.1,963.1,14.4,23.1,58,0.0
1567314000000,A366,Ouricuri ,-7.885833,-40.102683,-3.54,4.5,115,63,58,23.1,962.5,962.5,14.9,14.9,2.6,22.3,962.9,14.5,22.3,63,0.0
1567317600000,A366,Ouricuri ,-7.885833,-40.102683,-3.54,4.3,107,66,63,22.3,962.5,962.5,14.8,14.9,1.8,21.4,962.6,14.8,21.5,65,0.0
1567321200000,A366,Ouricuri ,-7.885833,-40.102683,-3.54,3.4,92,67,65,21.5,962.4,962.4,14.6,14.8,1.9,20.9,962.5,14.5,20.9,67,0.0
1567324800000,A366,Ouricuri ,-7.885833,-40.102683,-3.54,3.3,98,70,67,20.9,962.7,962.4,14.7,14.7,1.6,20.3,962.7,14.5,20.3,70,0.0
1567328400000,A366,Ouricuri ,-7.885833,-40.102683,9.136000000000001,3.7,120,76,70,20.3,963.2,962.7,15.3,15.3,1.8,19.5,963.2,14.7,19.6,76,0.0
1567332000000,A366,Ouricuri ,-7.885833,-40.102683,353.2,6.0,121,76,73,20.7,964.0,963.2,15.6,15.7,3.4,19.5,964.0,15.2,20.4,74,0.0
1567335600000,A366,Ouricuri ,-7.885833,-40.102683,1276.0,6.9,104,74,61,22.5,964.8,964.0,14.8,16.0,4.1,20.4,964.8,14.4,22.4,62,0.0
1567339200000,A366,Ouricuri ,-7.885833,-40.102683,2092.0,8.3,130,62,52,24.6,964.9,964.8,14.3,14.8,4.3,22.2,965.0,13.7,24.3,54,0.0
1567342800000,A366,Ouricuri ,-7.885833,-40.102683,2794.0,8.5,129,54,43,27.1,964.4,964.4,13.2,14.5,4.1,24.2,965.0,12.9,26.8,43,0.0
1567346400000,A366,Ouricuri ,-7.885833,-40.102683,3246.0,8.5,114,44,37,28.4,963.7,963.6,12.1,13.3,4.1,26.4,964.4,12.0,27.8,38,0.0
1567350000000,A366,Ouricuri ,-7.885833,-40.102683,3466.0,7.2,138,38,33,30.0,962.3,962.3,11.9,12.6,3.5,27.7,963.7,11.5,30.0,33,0.0
1567353600000,A366,Ouricuri ,-7.885833,-40.102683,3411.0,7.6,102,34,28,31.8,960.8,960.8,11.1,12.2,1.9,29.2,962.3,10.6,31.8,28,0.0
