timestamp,stationCode,stationName,latitude,longitude,radiacao,vento_rajada,vento_direcao,umid_max,umid_min,temp_max,pressao,pressao_min,pto_orvalho_inst,pto_orvalho_max,vento_vel,temp_min,pressao_max,pto_orvalho_min,temp_inst,umid_inst,precipitacao
1567306800000,A322,Garanhuns ,-8.910950,-36.493381,-3.44,3.7,110,100.0,100.0,17.3,925.2,925.2,17.2,17.3,1.3,16.9,925.5,17.0,17.2,100.0,0.0
1567310400000,A322,Garanhuns ,-8.910950,-36.493381,-2.82,4.2,112,100.0,100.0,17.3,924.4,924.4,17.2,17.3,1.0,17.1,925.2,17.1,17.2,100.0,0.0
1567314000000,A322,Garanhuns ,-8.910950,-36.493381,-3.17,4.6,126,100.0,100.0,17.3,924.0,924.0,16.9,17.3,0.1,16.8,924.4,16.8,16.9,100.0,0.0
1567317600000,A322,Garanhuns ,-8.910950,-36.493381,-3.5,3.5,102,100.0,100.0,16.9,923.5,923.5,16.5,16.9,1.4,16.4,924.0,16.4,16.5,100.0,0.0
1567321200000,A322,Garanhuns ,-8.910950,-36.493381,-2.61,3.6,110,100.0,100.0,16.9,923.6,923.4,16.9,16.9,1.3,16.4,923.6,16.4,16.9,100.0,0.0
1567324800000,A322,Garanhuns ,-8.910950,-36.493381,-2.99,4.1,103,100.0,100.0,16.9,923.5,923.4,16.9,16.9,2.0,16.8,923.6,16.8,16.9,100.0,0.0
1567328400000,A322,Garanhuns ,-8.910950,-36.493381,25.16,5.1,99,100.0,100.0,17.0,923.9,923.5,17.0,17.0,1.5,16.5,923.9,16.5,17.0,100.0,0.0
1567332000000,A322,Garanhuns ,-8.910950,-36.493381,235.7,5.0,100,100.0,100.0,17.9,924.6,923.9,17.9,17.9,2.2,17.0,924.7,17.0,17.9,100.0,0.0
1567335600000,A322,Garanhuns ,-8.910950,-36.493381,1082.0,5.8,112,100.0,88.0,20.3,925.2,924.7,17.7,19.5,2.1,17.8,925.2,17.7,19.7,88.0,0.0
1567339200000,A322,Garanhuns ,-8.910950,-36.493381,1772.0,6.6,127,91.0,81.0,21.8,925.9,925.2,17.6,18.8,1.7,19.5,925.9,17.5,20.7,82.0,0.0
1567342800000,A322,Garanhuns ,-8.910950,-36.493381,2200.0,6.4,113,85.0,77.0,22.8,925.7,925.7,18.1,19.1,3.0,20.7,926.0,17.5,22.2,77.0,0.0
1567346400000,A322,Garanhuns ,-8.910950,-36.493381,3278.0,7.1,116,79.0,67.0,24.5,924.8,924.8,18.2,19.1,3.3,22.2,925.7,17.6,24.4,69.0,0.0
1567350000000,A322,Garanhuns ,-8.910950,-36.493381,2643.0,7.1,116,74.0,68.0,25.0,924.0,924.0,18.4,19.5,2.7,23.0,924.8,17.7,23.9,72.0,0.0
1567353600000,A322,Garanhuns ,-8.910950,-36.493381,2605.0,6.1,107,73.0,64.0,25.6,923.0,923.0,17.6,19.5,2.9,23.6,924.0,17.1,24.5,66.0,0.0
1567357200000,A322,Garanhuns ,-8.910950,-36.493381,2166.0,6.7,130,70.0,61.0,25.8,922.3,922.3,18.8,19.8,2.7,24.2,923.0,17.6,24.6,70.0,0.0
1567360800000,A322,Garanhuns ,-8.910950,-36.493381,1810.0,6.0,134,72.0,68.0,25.3,921.9,921.9,18.3,19.6,2.9,23.9,922.3,17.8,23.9,71.0,0.0
1567364400000,A322,Garanhuns ,-8.910950,-36.493381,1326.0,8.2,123,79.0,68.0,25.0,922.2,921.8,19.4,19.6,3.1,23.1,922.2,18.3,23.2,79.0,0.0
1567368000000,A322,Garanhuns ,-8.910950,-36.493381,364.8,7.3,120,92.0,78.0,23.3,922.7,922.2,19.5,19.6,2.8,20.9,922.7,19.0,20.9,92.0,0.0
1567371600000,A322,Garanhuns ,-8.910950,-36.493381,22.06,6.4,123,93.0,92.0,20.9,922.9,922.7,18.9,19.5,2.3,20.0,923.0,18.9,20.0,93.0,0.0
1567375200000,A322,Garanhuns ,-8.910950,-36.493381,-2.89,7.3,109,98.0,93.0,20.0,923.0,922.9,19.3,19.5,3.8,19.5,923.0,18.8,19.5,98.0,0.0
1567378800000,A322,Garanhuns ,-8.910950,-36.493381,-3.14,7.3,101,100.0,98.0,19.6,923.5,923.0,19.2,19.4,3.2,19.3,923.5,19.1,19.3,99.0,0.0
1567382400000,A322,Garanhuns ,-8.910950,-36.493381,-1.72,6.8,97,100.0,99.0,19.3,923.9,923.5,18.9,19.3,3.3,19.0,923.9,18.8,19.1,99.0,0.0
1567386000000,A322,Garanhuns ,-8.910950,-36.493381,-0.75,7.0,88,99.0,99.0,19.1,924.2,923.9,18.9,18.9,3.7,19.0,924.3,18.8,19.0,99.0,0.0
1567389600000,A322,Garanhuns ,-8.910950,-36.493381,-1.63,7.0,95,99.0,98.0,19.1,924.2,924.1,18.7,18.8,2.9,18.9,924.3,18.6,19.0,98.0,0.0
1567393200000,A322,Garanhuns ,-8.910950,-36.493381,-2.81,5.6,97,99.0,98.0,19.1,923.8,923.8,18.6,18.8,2.4,18.7,924.2,18.5,18.7,99.0,0.0
1567396800000,A322,Garanhuns ,-8.910950,-36.493381,-1.61,5.1,104,100.0,99.0,18.8,923.4,923.4,18.7,18.8,1.9,18.7,923.8,18.6,18.7,100.0,0.4
1567400400000,A322,Garanhuns ,-8.910950,-36.493381,-2.39,5.6,107,100.0,100.0,18.8,923.0,923.0,18.5,18.8,1.6,18.5,923.4,18.5,18.5,100.0,0.0
1567404000000,A322,Garanhuns ,-8.910950,-36.493381,-2.08,4.8,89,100.0,100.0,18.7,922.8,922.7,18.4,18.7,1.8,18.4,923.0,18.4,18.4,100.0,0.2
1567407600000,A322,Garanhuns ,-8.910950,-36.493381,-1.49,6.0,93,,,18.6,922.8,922.8,,,2.8,18.3,923.0,,18.4,,0.0
1567411200000,A322,Garanhuns ,-8.910950,-36.493381,-3.15,6.0,99,,,18.5,923.1,922.8,18.5,,2.8,18.4,923.1,,18.5,100.0,0.0
1567414800000,A322,Garanhuns ,-8.910950,-36.493381,24.8,5.8,90,,,18.6,923.5,923.1,,,2.9,18.4,923.5,,18.5,,0.2
1567418400000,A322,Garanhuns ,-8.910950,-36.493381,242.7,6.2,97,,,18.9,924.1,923.5,18.8,,2.6,18.4,924.1,,18.8,100.0,0.0
1567422000000,A322,Garanhuns ,-8.910950,-36.493381,914.8,7.5,91,100.0,97.0,20.3,924.7,924.1,19.5,20.2,4.3,18.5,924.7,18.5,20.0,97.0,0.2
1567425600000,A322,Garanhuns ,-8.910950,-36.493381,1053.0,7.4,97,97.0,91.0,20.8,925.4,924.7,19.0,19.7,3.1,19.8,925.4,18.6,19.8,95.0,0.0
1567429200000,A322,Garanhuns ,-8.910950,-36.493381,1308.0,5.6,82,98.0,88.0,22.2,925.2,925.2,20.1,20.3,3.5,19.7,925.5,18.9,22.1,88.0,0.0
1567432800000,A322,Garanhuns ,-8.910950,-36.493381,1766.0,6.5,100,89.0,81.0,23.2,924.7,924.7,20.1,20.1,3.0,21.5,925.2,19.0,23.2,82.0,0.0
1567436400000,A322,Garanhuns ,-8.910950,-36.493381,3490.0,8.6,130,83.0,70.0,25.6,924.0,924.0,20.2,20.6,2.1,23.1,924.7,18.9,24.9,75.0,0.0
1567440000000,A322,Garanhuns ,-8.910950,-36.493381,2171.0,6.6,116,77.0,70.0,25.8,923.2,923.2,19.3,20.8,2.2,23.9,923.9,18.8,24.2,74.0,0.0
1567443600000,A322,Garanhuns ,-8.910950,-36.493381,1498.0,8.2,107,81.0,74.0,25.0,922.7,922.6,20.0,20.7,4.2,23.6,923.2,19.0,24.3,77.0,0.0
1567447200000,A322,Garanhuns ,-8.910950,-36.493381,1691.0,8.2,116,84.0,73.0,25.3,922.5,922.3,20.0,21.3,3.7,22.8,922.7,19.4,22.8,84.0,0.0
1567450800000,A322,Garanhuns ,-8.910950,-36.493381,948.3,8.2,114,87.0,78.0,23.8,922.7,922.4,19.8,20.4,3.8,22.0,922.7,19.3,22.1,87.0,0.0
1567454400000,A322,Garanhuns ,-8.910950,-36.493381,438.0,7.6,97,88.0,84.0,22.7,922.7,922.5,19.3,20.1,4.1,21.3,922.7,19.1,21.3,88.0,0.0
1567458000000,A322,Garanhuns ,-8.910950,-36.493381,26.34,8.3,100,95.0,88.0,21.3,923.5,922.7,19.0,19.5,3.7,20.0,923.5,19.0,20.0,94.0,0.0
1567461600000,A322,Garanhuns ,-8.910950,-36.493381,-0.49,7.5,100,96.0,94.0,20.0,924.1,923.5,18.7,19.1,4.1,19.6,924.1,18.7,19.6,95.0,0.0
