timestamp,stationCode,stationName,latitude,longitude,radiacao,vento_rajada,vento_direcao,umid_max,umid_min,temp_max,pressao,pressao_min,pto_orvalho_inst,pto_orvalho_max,vento_vel,temp_min,pressao_max,pto_orvalho_min,temp_inst,umid_inst,precipitacao
1567306800000,A370,Salgueiro ,-8.0580556,-39.096111,-3.6,5.2,168,61,57,23.6,964.8,964.8,14.7,14.7,2.0,22.7,965.1,14.6,22.7,61,0.0
1567310400000,A370,Salgueiro ,-8.0580556,-39.096111,-3.6,5.0,76,65,61,22.8,964.4,964.4,14.7,14.9,0.4,21.5,964.8,14.7,21.5,65,0.0
1567314000000,A370,Salgueiro ,-8.0580556,-39.096111,-3.6,2.7,144,72,65,21.5,963.9,963.9,14.8,14.9,1.1,19.8,964.4,14.5,20.1,72,0.0
1567317600000,A370,Salgueiro ,-8.0580556,-39.096111,-3.6,2.9,141,72,70,20.5,963.8,963.7,14.6,14.9,0.9,19.7,963.9,14.6,19.7,72,0.0
1567321200000,A370,Salgueiro ,-8.0580556,-39.096111,-3.6,2.4,251,81,72,19.7,963.9,963.8,14.1,14.6,0.0,17.5,963.9,13.6,17.5,81,0.0
1567324800000,A370,Salgueiro ,-8.0580556,-39.096111,-3.6,1.4,85,84,79,17.9,964.2,963.8,13.3,14.6,0.0,16.3,964.2,13.3,16.3,83,0.0
1567328400000,A370,Salgueiro ,-8.0580556,-39.096111,18.16,1.4,64,88,83,16.5,964.8,964.2,13.4,14.0,0.0,15.5,964.8,13.1,15.8,85,0.0
1567332000000,A370,Salgueiro ,-8.0580556,-39.096111,549.4,0.0,22,86,66,21.3,965.3,964.8,14.8,14.8,0.0,15.8,965.3,13.4,21.3,66,0.0
1567335600000,A370,Salgueiro ,-8.0580556,-39.096111,1460.0,6.5,144,66,53,24.3,966.1,965.3,13.9,15.0,3.0,21.3,966.1,13.9,24.1,53,0.0
1567339200000,A370,Salgueiro ,-8.0580556,-39.096111,2315.0,6.7,163,54,46,26.3,966.3,966.1,13.8,14.3,3.0,24.0,966.4,13.4,26.0,47,0.0
